"item_number","item_description","item_type","category","uom","weight","dimensions","color","material","manufacturer","manufacturer_part_number","supplier_code","supplier_part_number","lead_time_days","minimum_order_quantity","unit_cost","currency","country_of_origin","compliance_status","is_serialized","is_npi","is_obsolete","status","created_date","last_modified_date","revision","notes"
"ITEM-274","TOOL WHEELS Component 274","TOOL","WHEELS","KG","39.3","15x67x8cm","Black","Plastic","Trek Bikes","PART-000274","SUP008","SUP-PART-000274","75","54","4241.78","USD","Japan","REACH","true","true","false","OBSOLETE","2025-02-16","2025-03-14","R4","Notes for ITEM-274"
"ITEM-275","Smart City Scooter 275","FINISHED_GOOD","SCOOTERS","EA","32.4","180x22x38cm","Black","Steel","LG","PART-000275","SUP008","SUP-PART-000275","66","20","4155.19","USD","Germany","REACH","true","true","false","NPI","2025-09-01","2025-09-25","R5","Notes for ITEM-275"
"ITEM-276","RAW_MATERIAL BATTERIES Component 276","RAW_MATERIAL","BATTERIES","EA","5.0","43x66x21cm","Matte Black","Aluminum","Samsung","PART-000276","SUP010","SUP-PART-000276","19","34","68.53","USD","Taiwan","CE","false","false","false","NPI","2025-04-04","2025-04-13","R4","Notes for ITEM-276"
"ITEM-277","ASSEMBLY WHEELS Component 277","ASSEMBLY","WHEELS","M","1.4","31x30x28cm","Silver","Aluminum","Trek Bikes","PART-000277","SUP005","SUP-PART-000277","76","74","2253.88","USD","USA","FCC","false","true","false","ACTIVE","2025-04-30","2025-05-28","R2","Notes for ITEM-277"
"ITEM-278","TOOL SCOOTERS Component 278","TOOL","SCOOTERS","KG","18.5","64x63x23cm","Matte Black","Plastic","Samsung","PART-000278","SUP010","SUP-PART-000278","6","40","1056.28","USD","Japan","REACH","true","false","false","OBSOLETE","2025-07-22","2025-08-13","R4","Notes for ITEM-278"
"ITEM-279","RAW_MATERIAL BICYCLES Component 279","RAW_MATERIAL","BICYCLES","SET","34.6","180x84x9cm","Black","Titanium","Trek Bikes","PART-000279","SUP004","SUP-PART-000279","37","24","4195.41","USD","China","FCC","false","true","true","ACTIVE","2025-02-07","2025-03-05","R1","Notes for ITEM-279"
"ITEM-280","ASSEMBLY ELECTRONICS Component 280","ASSEMBLY","ELECTRONICS","SET","3.6","103x71x30cm","Red","Aluminum","Samsung","PART-000280","SUP005","SUP-PART-000280","40","98","1625.68","USD","Japan","FCC","true","true","true","ACTIVE","2025-04-20","2025-04-26","R2","Notes for ITEM-280"
"ITEM-281","RAW_MATERIAL FRAMES Component 281","RAW_MATERIAL","FRAMES","M","1.1","65x40x20cm","White","Steel","Trek Bikes","PART-000281","SUP007","SUP-PART-000281","31","55","1443.5","USD","Germany","FCC","false","false","true","ACTIVE","2025-03-17","2025-03-29","R3","Notes for ITEM-281"
"ITEM-282","COMPONENT ELECTRONICS Component 282","COMPONENT","ELECTRONICS","EA","22.3","70x30x17cm","Red","Plastic","Panasonic","PART-000282","SUP004","SUP-PART-000282","77","37","552.93","USD","Taiwan","FCC","true","true","true","NPI","2025-08-16","2025-09-07","R2","Notes for ITEM-282"
"ITEM-283","TOOL BICYCLES Component 283","TOOL","BICYCLES","SET","34.6","144x31x21cm","Black","Plastic","LG","PART-000283","SUP002","SUP-PART-000283","14","28","1277.49","USD","USA","UN38.3","true","true","true","OBSOLETE","2025-08-25","2025-09-17","R3","Notes for ITEM-283"
"ITEM-284","COMPONENT WHEELS Component 284","COMPONENT","WHEELS","SET","42.6","110x100x13cm","Blue","Steel","Trek Bikes","PART-000284","SUP005","SUP-PART-000284","64","52","1187.86","USD","Taiwan","CE","true","true","true","INACTIVE","2025-07-26","2025-08-03","R5","Notes for ITEM-284"
"ITEM-285","RAW_MATERIAL SCOOTERS Component 285","RAW_MATERIAL","SCOOTERS","SET","2.5","34x75x38cm","White","Plastic","Samsung","PART-000285","SUP009","SUP-PART-000285","64","44","2877.29","USD","Japan","CE","false","false","true","INACTIVE","2025-05-15","2025-05-18","R3","Notes for ITEM-285"
"ITEM-286","TOOL WHEELS Component 286","TOOL","WHEELS","KG","42.3","125x40x14cm","Blue","Carbon Fiber","Xiaomi","PART-000286","SUP001","SUP-PART-000286","33","4","728.18","USD","Germany","REACH","true","true","true","INACTIVE","2025-04-13","2025-05-10","R2","Notes for ITEM-286"
"ITEM-287","RAW_MATERIAL FRAMES Component 287","RAW_MATERIAL","FRAMES","SET","38.0","132x27x9cm","Blue","Steel","Panasonic","PART-000287","SUP002","SUP-PART-000287","32","48","1668.39","USD","China","FCC","false","false","false","ACTIVE","2025-05-24","2025-06-15","R4","Notes for ITEM-287"
"ITEM-288","Product 288","FINISHED_GOOD","WHEELS","EA","22.8","64x82x13cm","Red","Aluminum","Trek Bikes","PART-000288","SUP005","SUP-PART-000288","48","28","3467.27","USD","USA","UN38.3","false","false","true","OBSOLETE","2025-08-24","2025-09-19","R5","Notes for ITEM-288"
"ITEM-289","ASSEMBLY BATTERIES Component 289","ASSEMBLY","BATTERIES","M","10.7","119x73x17cm","Silver","Plastic","Samsung","PART-000289","SUP008","SUP-PART-000289","45","72","4638.94","USD","Germany","FCC","false","true","false","INACTIVE","2024-12-07","2024-12-18","R2","Notes for ITEM-289"
"ITEM-290","ASSEMBLY BICYCLES Component 290","ASSEMBLY","BICYCLES","SET","20.5","60x50x15cm","Blue","Carbon Fiber","Panasonic","PART-000290","SUP008","SUP-PART-000290","35","23","1835.81","USD","Japan","REACH","false","false","true","INACTIVE","2024-11-04","2024-11-15","R2","Notes for ITEM-290"
"ITEM-291","COMPONENT ELECTRONICS Component 291","COMPONENT","ELECTRONICS","SET","11.0","108x52x34cm","Black","Plastic","Samsung","PART-000291","SUP001","SUP-PART-000291","46","56","3880.61","USD","Taiwan","REACH","false","true","true","INACTIVE","2024-12-14","2025-01-06","R2","Notes for ITEM-291"
"ITEM-292","ASSEMBLY FRAMES Component 292","ASSEMBLY","FRAMES","M","47.5","88x14x24cm","Matte Black","Titanium","Trek Bikes","PART-000292","SUP001","SUP-PART-000292","40","29","870.62","USD","China","FCC","true","false","true","ACTIVE","2025-02-28","2025-03-19","R1","Notes for ITEM-292"
"ITEM-293","TOOL ELECTRONICS Component 293","TOOL","ELECTRONICS","SET","0.9","52x87x25cm","Red","Steel","LG","PART-000293","SUP003","SUP-PART-000293","90","62","4854.63","USD","China","ROHS","false","true","true","OBSOLETE","2025-05-14","2025-06-02","R5","Notes for ITEM-293"
"ITEM-294","Electric Mountain Bike 294","FINISHED_GOOD","BICYCLES","EA","4.9","118x71x22cm","White","Titanium","LG","PART-000294","SUP006","SUP-PART-000294","56","4","3623.55","USD","USA","UN38.3","false","true","true","OBSOLETE","2024-11-26","2024-11-29","R5","Notes for ITEM-294"
"ITEM-295","ASSEMBLY BATTERIES Component 295","ASSEMBLY","BATTERIES","L","6.0","103x88x37cm","Matte Black","Carbon Fiber","LG","PART-000295","SUP008","SUP-PART-000295","15","36","2560.05","USD","USA","UN38.3","false","false","false","INACTIVE","2024-11-07","2024-11-11","R2","Notes for ITEM-295"
"ITEM-296","ASSEMBLY ELECTRONICS Component 296","ASSEMBLY","ELECTRONICS","EA","15.9","75x96x23cm","Red","Titanium","Xiaomi","PART-000296","SUP006","SUP-PART-000296","12","19","191.65","USD","China","REACH","false","false","false","INACTIVE","2025-03-21","2025-04-13","R4","Notes for ITEM-296"
"ITEM-297","RAW_MATERIAL WHEELS Component 297","RAW_MATERIAL","WHEELS","SET","37.9","34x99x28cm","Silver","Steel","Samsung","PART-000297","SUP008","SUP-PART-000297","46","84","505.48","USD","Germany","CE","true","true","false","OBSOLETE","2024-11-04","2024-11-23","R1","Notes for ITEM-297"
"ITEM-298","Electric Mountain Bike 298","FINISHED_GOOD","BICYCLES","KG","13.3","67x100x47cm","Red","Steel","Trek Bikes","PART-000298","SUP001","SUP-PART-000298","25","53","4161.35","USD","China","CE","false","false","false","NPI","2025-01-22","2025-02-03","R5","Notes for ITEM-298"
"ITEM-299","Smart City Scooter 299","FINISHED_GOOD","SCOOTERS","EA","15.5","162x29x36cm","Black","Aluminum","LG","PART-000299","SUP010","SUP-PART-000299","85","25","3708.83","USD","Japan","FCC","true","false","false","ACTIVE","2025-08-27","2025-09-16","R5","Notes for ITEM-299"
"ITEM-300","Electric Mountain Bike 300","FINISHED_GOOD","BICYCLES","SET","0.2","186x68x10cm","Silver","Titanium","LG","PART-000300","SUP007","SUP-PART-000300","23","16","3132.25","USD","Taiwan","UN38.3","false","false","true","INACTIVE","2024-11-26","2024-12-09","R1","Notes for ITEM-300"
"ITEM-301","COMPONENT WHEELS Component 301","COMPONENT","WHEELS","L","6.8","67x25x31cm","Black","Titanium","Trek Bikes","PART-000301","SUP004","SUP-PART-000301","85","1","2865.6","USD","China","ROHS","false","false","false","NPI","2025-03-18","2025-04-09","R1","Notes for ITEM-301"
"ITEM-302","RAW_MATERIAL WHEELS Component 302","RAW_MATERIAL","WHEELS","L","45.4","83x18x19cm","Black","Aluminum","Panasonic","PART-000302","SUP007","SUP-PART-000302","86","92","2140.12","USD","China","REACH","true","true","true","NPI","2025-09-04","2025-09-24","R2","Notes for ITEM-302"
"ITEM-303","COMPONENT SCOOTERS Component 303","COMPONENT","SCOOTERS","M","28.9","51x23x30cm","Black","Carbon Fiber","Samsung","PART-000303","SUP005","SUP-PART-000303","44","90","1929.38","USD","Germany","CE","true","true","false","NPI","2024-12-28","2025-01-23","R1","Notes for ITEM-303"
"ITEM-304","ASSEMBLY ELECTRONICS Component 304","ASSEMBLY","ELECTRONICS","M","10.3","175x50x42cm","Blue","Titanium","Panasonic","PART-000304","SUP001","SUP-PART-000304","14","81","1542.27","USD","Japan","ROHS","true","false","false","ACTIVE","2025-03-19","2025-03-21","R1","Notes for ITEM-304"
"ITEM-305","TOOL BATTERIES Component 305","TOOL","BATTERIES","M","13.3","55x44x37cm","White","Plastic","Xiaomi","PART-000305","SUP004","SUP-PART-000305","14","1","1613.29","USD","Japan","FCC","true","false","true","NPI","2025-05-25","2025-06-02","R2","Notes for ITEM-305"
"ITEM-306","TOOL WHEELS Component 306","TOOL","WHEELS","L","0.5","175x15x5cm","Black","Aluminum","LG","PART-000306","SUP007","SUP-PART-000306","12","60","2364.16","USD","Taiwan","CE","false","false","true","INACTIVE","2025-03-27","2025-04-13","R4","Notes for ITEM-306"
"ITEM-307","TOOL BICYCLES Component 307","TOOL","BICYCLES","SET","40.7","128x86x27cm","Silver","Carbon Fiber","Trek Bikes","PART-000307","SUP005","SUP-PART-000307","69","8","2370.27","USD","USA","ROHS","true","true","false","INACTIVE","2025-02-18","2025-02-22","R5","Notes for ITEM-307"
"ITEM-308","ASSEMBLY FRAMES Component 308","ASSEMBLY","FRAMES","KG","18.1","41x59x34cm","Blue","Titanium","Samsung","PART-000308","SUP003","SUP-PART-000308","25","37","2282.64","USD","China","FCC","true","false","false","ACTIVE","2025-06-12","2025-06-16","R1","Notes for ITEM-308"
"ITEM-309","ASSEMBLY SCOOTERS Component 309","ASSEMBLY","SCOOTERS","SET","5.6","54x42x36cm","White","Steel","Samsung","PART-000309","SUP003","SUP-PART-000309","28","42","1768.0","USD","Japan","CE","false","true","false","ACTIVE","2025-07-19","2025-08-11","R1","Notes for ITEM-309"
"ITEM-310","Product 310","FINISHED_GOOD","FRAMES","L","30.4","159x79x31cm","Red","Titanium","Xiaomi","PART-000310","SUP005","SUP-PART-000310","51","52","3654.91","USD","China","REACH","true","true","false","ACTIVE","2024-11-24","2024-12-11","R5","Notes for ITEM-310"
"ITEM-311","TOOL WHEELS Component 311","TOOL","WHEELS","SET","36.5","57x32x34cm","Red","Carbon Fiber","Xiaomi","PART-000311","SUP005","SUP-PART-000311","26","30","907.48","USD","Germany","CE","true","true","true","OBSOLETE","2024-11-16","2024-12-14","R3","Notes for ITEM-311"
"ITEM-312","ASSEMBLY WHEELS Component 312","ASSEMBLY","WHEELS","EA","28.5","47x83x22cm","Red","Titanium","Panasonic","PART-000312","SUP004","SUP-PART-000312","51","58","2876.57","USD","China","REACH","true","true","false","NPI","2025-05-10","2025-05-18","R3","Notes for ITEM-312"
"ITEM-313","RAW_MATERIAL BICYCLES Component 313","RAW_MATERIAL","BICYCLES","SET","14.9","87x80x30cm","White","Steel","Trek Bikes","PART-000313","SUP009","SUP-PART-000313","9","100","4310.96","USD","USA","ROHS","true","true","true","INACTIVE","2024-10-31","2024-11-07","R1","Notes for ITEM-313"
"ITEM-314","Product 314","FINISHED_GOOD","WHEELS","KG","26.4","39x30x33cm","Black","Steel","Panasonic","PART-000314","SUP009","SUP-PART-000314","39","45","2737.69","USD","Taiwan","REACH","true","false","true","OBSOLETE","2025-06-28","2025-06-29","R2","Notes for ITEM-314"
"ITEM-315","TOOL ELECTRONICS Component 315","TOOL","ELECTRONICS","M","4.1","52x42x50cm","White","Titanium","LG","PART-000315","SUP003","SUP-PART-000315","59","96","3267.91","USD","USA","ROHS","true","false","false","NPI","2025-05-10","2025-06-05","R4","Notes for ITEM-315"
"ITEM-316","TOOL ELECTRONICS Component 316","TOOL","ELECTRONICS","KG","38.9","122x41x9cm","Black","Titanium","Trek Bikes","PART-000316","SUP009","SUP-PART-000316","46","67","4907.02","USD","USA","FCC","true","true","false","OBSOLETE","2025-10-03","2025-10-31","R4","Notes for ITEM-316"
"ITEM-317","Product 317","FINISHED_GOOD","WHEELS","EA","1.0","148x91x25cm","Red","Plastic","Xiaomi","PART-000317","SUP005","SUP-PART-000317","59","65","1286.77","USD","Taiwan","ROHS","false","false","true","ACTIVE","2025-09-18","2025-10-02","R4","Notes for ITEM-317"
"ITEM-318","TOOL WHEELS Component 318","TOOL","WHEELS","L","20.5","51x58x41cm","Black","Aluminum","Xiaomi","PART-000318","SUP005","SUP-PART-000318","51","68","4087.66","USD","China","CE","false","true","false","NPI","2025-08-06","2025-09-02","R5","Notes for ITEM-318"
"ITEM-319","Electric Mountain Bike 319","FINISHED_GOOD","BICYCLES","EA","49.4","132x71x25cm","White","Steel","Samsung","PART-000319","SUP002","SUP-PART-000319","42","94","2979.13","USD","Taiwan","REACH","true","false","true","NPI","2025-04-30","2025-05-25","R5","Notes for ITEM-319"
"ITEM-320","ASSEMBLY BATTERIES Component 320","ASSEMBLY","BATTERIES","EA","46.7","132x78x24cm","Blue","Titanium","Panasonic","PART-000320","SUP001","SUP-PART-000320","7","83","1719.72","USD","USA","CE","false","true","true","NPI","2025-06-01","2025-06-26","R1","Notes for ITEM-320"
"ITEM-321","COMPONENT SCOOTERS Component 321","COMPONENT","SCOOTERS","KG","28.1","190x53x14cm","White","Plastic","Samsung","PART-000321","SUP009","SUP-PART-000321","26","52","2743.18","USD","China","CE","false","false","true","ACTIVE","2025-08-19","2025-09-04","R4","Notes for ITEM-321"
"ITEM-322","Product 322","FINISHED_GOOD","WHEELS","L","0.1","18x91x8cm","Silver","Carbon Fiber","LG","PART-000322","SUP009","SUP-PART-000322","48","58","24.02","USD","Germany","ROHS","false","false","false","ACTIVE","2025-04-15","2025-05-02","R5","Notes for ITEM-322"
"ITEM-323","TOOL BATTERIES Component 323","TOOL","BATTERIES","SET","35.6","60x45x6cm","Red","Plastic","Samsung","PART-000323","SUP003","SUP-PART-000323","18","52","2904.2","USD","Germany","REACH","false","false","true","INACTIVE","2025-07-30","2025-08-03","R5","Notes for ITEM-323"
"ITEM-324","RAW_MATERIAL ELECTRONICS Component 324","RAW_MATERIAL","ELECTRONICS","M","39.4","41x12x31cm","Matte Black","Aluminum","LG","PART-000324","SUP004","SUP-PART-000324","14","5","4715.8","USD","Japan","FCC","true","false","true","NPI","2024-11-09","2024-11-16","R2","Notes for ITEM-324"
"ITEM-325","Electric Mountain Bike 325","FINISHED_GOOD","BICYCLES","SET","0.3","188x53x9cm","Silver","Aluminum","LG","PART-000325","SUP003","SUP-PART-000325","46","76","4827.89","USD","Germany","CE","true","true","true","NPI","2025-01-10","2025-01-23","R3","Notes for ITEM-325"
"ITEM-326","TOOL BATTERIES Component 326","TOOL","BATTERIES","KG","29.8","80x96x40cm","Black","Steel","Panasonic","PART-000326","SUP005","SUP-PART-000326","32","65","2388.21","USD","USA","FCC","false","false","false","ACTIVE","2024-12-29","2025-01-07","R5","Notes for ITEM-326"
"ITEM-327","Product 327","FINISHED_GOOD","WHEELS","KG","48.3","100x82x5cm","Silver","Titanium","Xiaomi","PART-000327","SUP009","SUP-PART-000327","52","61","2352.9","USD","China","ROHS","true","false","false","NPI","2025-05-01","2025-05-09","R5","Notes for ITEM-327"
"ITEM-328","TOOL ELECTRONICS Component 328","TOOL","ELECTRONICS","EA","12.0","183x86x33cm","Black","Titanium","Panasonic","PART-000328","SUP002","SUP-PART-000328","84","73","789.56","USD","Germany","ROHS","true","true","false","INACTIVE","2025-05-26","2025-06-08","R5","Notes for ITEM-328"
"ITEM-329","Product 329","FINISHED_GOOD","WHEELS","KG","13.8","159x48x49cm","Matte Black","Titanium","Panasonic","PART-000329","SUP010","SUP-PART-000329","72","26","809.47","USD","USA","CE","true","false","false","INACTIVE","2025-04-08","2025-04-29","R2","Notes for ITEM-329"
"ITEM-330","TOOL BICYCLES Component 330","TOOL","BICYCLES","SET","38.3","43x14x31cm","White","Aluminum","Trek Bikes","PART-000330","SUP009","SUP-PART-000330","44","12","2321.66","USD","USA","REACH","false","false","true","OBSOLETE","2024-11-27","2024-12-13","R2","Notes for ITEM-330"
"ITEM-331","Product 331","FINISHED_GOOD","FRAMES","L","15.8","156x74x48cm","Blue","Titanium","Panasonic","PART-000331","SUP002","SUP-PART-000331","53","26","876.63","USD","China","ROHS","false","false","false","ACTIVE","2025-08-20","2025-08-25","R4","Notes for ITEM-331"
"ITEM-332","Product 332","FINISHED_GOOD","FRAMES","KG","10.0","104x10x47cm","Red","Titanium","Samsung","PART-000332","SUP010","SUP-PART-000332","68","13","1117.86","USD","USA","FCC","false","true","false","INACTIVE","2025-06-10","2025-06-21","R2","Notes for ITEM-332"
"ITEM-333","COMPONENT BICYCLES Component 333","COMPONENT","BICYCLES","M","42.0","46x43x34cm","White","Aluminum","Panasonic","PART-000333","SUP007","SUP-PART-000333","78","9","3781.61","USD","Japan","CE","false","true","true","NPI","2025-09-03","2025-09-24","R1","Notes for ITEM-333"
"ITEM-334","COMPONENT BICYCLES Component 334","COMPONENT","BICYCLES","SET","40.0","58x90x41cm","Matte Black","Titanium","Trek Bikes","PART-000334","SUP009","SUP-PART-000334","77","34","950.8","USD","Japan","CE","false","true","true","ACTIVE","2024-10-26","2024-11-01","R5","Notes for ITEM-334"
"ITEM-335","Product 335","FINISHED_GOOD","BATTERIES","L","18.8","89x92x45cm","Red","Titanium","LG","PART-000335","SUP010","SUP-PART-000335","27","18","4217.81","USD","Japan","CE","false","false","false","INACTIVE","2025-04-28","2025-05-02","R1","Notes for ITEM-335"
"ITEM-336","TOOL BICYCLES Component 336","TOOL","BICYCLES","EA","46.1","55x74x25cm","Matte Black","Aluminum","Samsung","PART-000336","SUP001","SUP-PART-000336","54","48","2695.78","USD","Germany","UN38.3","true","true","false","OBSOLETE","2024-11-15","2024-11-17","R1","Notes for ITEM-336"
"ITEM-337","ASSEMBLY BATTERIES Component 337","ASSEMBLY","BATTERIES","KG","32.8","64x16x35cm","Blue","Carbon Fiber","Trek Bikes","PART-000337","SUP009","SUP-PART-000337","75","39","2810.92","USD","USA","ROHS","true","false","false","OBSOLETE","2025-07-02","2025-07-23","R3","Notes for ITEM-337"
"ITEM-338","ASSEMBLY BATTERIES Component 338","ASSEMBLY","BATTERIES","SET","44.0","87x84x17cm","Red","Carbon Fiber","Samsung","PART-000338","SUP004","SUP-PART-000338","6","6","2076.74","USD","Taiwan","CE","true","false","false","NPI","2025-03-02","2025-03-06","R5","Notes for ITEM-338"
"ITEM-339","RAW_MATERIAL FRAMES Component 339","RAW_MATERIAL","FRAMES","KG","16.6","22x97x19cm","Matte Black","Plastic","Samsung","PART-000339","SUP008","SUP-PART-000339","49","27","1141.95","USD","China","UN38.3","true","false","true","INACTIVE","2024-11-18","2024-11-23","R4","Notes for ITEM-339"
"ITEM-340","Product 340","FINISHED_GOOD","WHEELS","L","14.5","109x26x27cm","Matte Black","Aluminum","LG","PART-000340","SUP005","SUP-PART-000340","15","29","3330.45","USD","China","REACH","true","false","true","INACTIVE","2025-02-10","2025-02-17","R2","Notes for ITEM-340"
"ITEM-341","RAW_MATERIAL WHEELS Component 341","RAW_MATERIAL","WHEELS","M","37.3","50x77x45cm","Black","Steel","Xiaomi","PART-000341","SUP008","SUP-PART-000341","14","98","863.25","USD","USA","REACH","false","true","false","INACTIVE","2025-07-28","2025-08-18","R1","Notes for ITEM-341"
"ITEM-342","TOOL FRAMES Component 342","TOOL","FRAMES","L","11.7","198x100x46cm","Red","Carbon Fiber","LG","PART-000342","SUP007","SUP-PART-000342","14","55","3230.44","USD","USA","ROHS","false","true","false","ACTIVE","2025-06-06","2025-06-11","R3","Notes for ITEM-342"
"ITEM-343","COMPONENT SCOOTERS Component 343","COMPONENT","SCOOTERS","EA","3.3","27x83x5cm","Blue","Steel","Samsung","PART-000343","SUP003","SUP-PART-000343","51","58","1247.71","USD","Japan","FCC","true","false","true","OBSOLETE","2025-05-23","2025-06-10","R3","Notes for ITEM-343"
"ITEM-344","TOOL SCOOTERS Component 344","TOOL","SCOOTERS","SET","35.2","150x90x47cm","Black","Steel","Panasonic","PART-000344","SUP009","SUP-PART-000344","10","7","1156.01","USD","Germany","UN38.3","false","true","true","INACTIVE","2025-05-06","2025-05-19","R5","Notes for ITEM-344"
"ITEM-345","COMPONENT ELECTRONICS Component 345","COMPONENT","ELECTRONICS","SET","39.9","194x54x5cm","Matte Black","Carbon Fiber","Trek Bikes","PART-000345","SUP001","SUP-PART-000345","24","33","1261.74","USD","Japan","UN38.3","true","false","true","INACTIVE","2025-08-20","2025-08-25","R5","Notes for ITEM-345"
"ITEM-346","ASSEMBLY SCOOTERS Component 346","ASSEMBLY","SCOOTERS","SET","2.1","50x37x18cm","Blue","Carbon Fiber","LG","PART-000346","SUP004","SUP-PART-000346","41","57","4771.11","USD","Germany","REACH","false","false","true","ACTIVE","2025-06-25","2025-06-28","R2","Notes for ITEM-346"
"ITEM-347","RAW_MATERIAL SCOOTERS Component 347","RAW_MATERIAL","SCOOTERS","M","6.1","115x35x45cm","Blue","Titanium","Panasonic","PART-000347","SUP004","SUP-PART-000347","4","47","4455.4","USD","Japan","FCC","false","false","false","ACTIVE","2024-12-03","2024-12-31","R3","Notes for ITEM-347"
"ITEM-348","RAW_MATERIAL WHEELS Component 348","RAW_MATERIAL","WHEELS","SET","15.5","29x93x32cm","Black","Steel","Samsung","PART-000348","SUP003","SUP-PART-000348","30","17","3672.99","USD","Taiwan","FCC","false","true","true","ACTIVE","2025-05-08","2025-05-27","R2","Notes for ITEM-348"
"ITEM-349","COMPONENT BATTERIES Component 349","COMPONENT","BATTERIES","KG","28.2","11x17x28cm","Matte Black","Aluminum","LG","PART-000349","SUP003","SUP-PART-000349","64","95","4882.85","USD","Germany","ROHS","true","true","true","INACTIVE","2024-12-08","2024-12-18","R5","Notes for ITEM-349"
"ITEM-350","RAW_MATERIAL ELECTRONICS Component 350","RAW_MATERIAL","ELECTRONICS","EA","18.8","173x23x35cm","Blue","Carbon Fiber","Trek Bikes","PART-000350","SUP002","SUP-PART-000350","14","15","4795.88","USD","Japan","REACH","false","true","true","ACTIVE","2025-05-06","2025-06-02","R5","Notes for ITEM-350"
"ITEM-351","RAW_MATERIAL BATTERIES Component 351","RAW_MATERIAL","BATTERIES","KG","7.3","134x53x15cm","Blue","Aluminum","Xiaomi","PART-000351","SUP001","SUP-PART-000351","65","18","4873.45","USD","Japan","FCC","false","true","true","ACTIVE","2025-04-22","2025-04-28","R2","Notes for ITEM-351"
"ITEM-352","TOOL SCOOTERS Component 352","TOOL","SCOOTERS","SET","11.1","115x66x41cm","Blue","Steel","Trek Bikes","PART-000352","SUP009","SUP-PART-000352","44","48","1641.86","USD","China","ROHS","false","true","true","ACTIVE","2025-08-04","2025-08-19","R4","Notes for ITEM-352"
"ITEM-353","Product 353","FINISHED_GOOD","WHEELS","L","24.0","22x50x5cm","White","Steel","Samsung","PART-000353","SUP001","SUP-PART-000353","7","17","1461.33","USD","Japan","CE","true","false","true","ACTIVE","2025-10-10","2025-10-28","R5","Notes for ITEM-353"
"ITEM-354","Product 354","FINISHED_GOOD","FRAMES","L","21.7","122x37x11cm","White","Steel","Trek Bikes","PART-000354","SUP004","SUP-PART-000354","68","26","4813.01","USD","Germany","UN38.3","true","false","false","INACTIVE","2025-06-17","2025-06-27","R4","Notes for ITEM-354"
"ITEM-355","RAW_MATERIAL FRAMES Component 355","RAW_MATERIAL","FRAMES","EA","33.6","53x61x6cm","Matte Black","Aluminum","Panasonic","PART-000355","SUP004","SUP-PART-000355","71","14","2046.77","USD","Germany","FCC","true","false","true","NPI","2025-07-06","2025-07-13","R3","Notes for ITEM-355"
"ITEM-356","RAW_MATERIAL BICYCLES Component 356","RAW_MATERIAL","BICYCLES","L","35.1","131x72x5cm","White","Titanium","Samsung","PART-000356","SUP003","SUP-PART-000356","14","2","4230.74","USD","USA","ROHS","true","false","false","NPI","2025-09-15","2025-09-27","R5","Notes for ITEM-356"
"ITEM-357","TOOL SCOOTERS Component 357","TOOL","SCOOTERS","M","37.5","77x80x30cm","Blue","Steel","Samsung","PART-000357","SUP005","SUP-PART-000357","27","77","3778.81","USD","Germany","ROHS","false","false","false","ACTIVE","2025-01-16","2025-02-05","R5","Notes for ITEM-357"
"ITEM-358","Product 358","FINISHED_GOOD","ELECTRONICS","M","19.0","134x69x26cm","White","Aluminum","LG","PART-000358","SUP008","SUP-PART-000358","64","15","398.42","USD","Japan","FCC","false","true","false","OBSOLETE","2025-02-08","2025-03-09","R1","Notes for ITEM-358"
"ITEM-359","TOOL ELECTRONICS Component 359","TOOL","ELECTRONICS","EA","6.8","143x16x30cm","White","Titanium","Panasonic","PART-000359","SUP001","SUP-PART-000359","17","10","1211.81","USD","USA","FCC","false","false","true","NPI","2025-05-28","2025-05-29","R4","Notes for ITEM-359"
"ITEM-360","TOOL SCOOTERS Component 360","TOOL","SCOOTERS","EA","47.3","92x88x7cm","Silver","Plastic","Panasonic","PART-000360","SUP002","SUP-PART-000360","71","44","4006.79","USD","Japan","REACH","true","false","true","NPI","2025-08-16","2025-08-30","R5","Notes for ITEM-360"
"ITEM-361","ASSEMBLY SCOOTERS Component 361","ASSEMBLY","SCOOTERS","EA","45.0","58x36x32cm","Red","Aluminum","LG","PART-000361","SUP006","SUP-PART-000361","48","1","356.46","USD","Japan","REACH","false","true","true","NPI","2025-06-01","2025-06-21","R5","Notes for ITEM-361"
"ITEM-362","COMPONENT ELECTRONICS Component 362","COMPONENT","ELECTRONICS","SET","14.8","78x97x35cm","Black","Aluminum","Panasonic","PART-000362","SUP004","SUP-PART-000362","15","28","205.16","USD","Germany","REACH","true","false","true","ACTIVE","2024-12-07","2024-12-28","R2","Notes for ITEM-362"
"ITEM-363","TOOL BICYCLES Component 363","TOOL","BICYCLES","SET","41.1","186x83x32cm","Matte Black","Plastic","Xiaomi","PART-000363","SUP010","SUP-PART-000363","8","52","3416.21","USD","USA","ROHS","true","true","false","NPI","2025-06-20","2025-06-29","R4","Notes for ITEM-363"
"ITEM-364","ASSEMBLY ELECTRONICS Component 364","ASSEMBLY","ELECTRONICS","L","27.1","82x87x45cm","Silver","Steel","Xiaomi","PART-000364","SUP002","SUP-PART-000364","31","6","3680.15","USD","Taiwan","CE","true","true","false","OBSOLETE","2025-09-27","2025-09-29","R3","Notes for ITEM-364"
