"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-004","ITEM-004","ITEM-212","4.4","L","65","BUY","DUAL_SOURCE","SUP005","SUP-PART-000649","44","2025-09-14","2026-03-29","true","false","false","0.099","0.957","18","17","2.1","YES","Instructions for ITEM-212","Quality requirements for ITEM-212","Test requirements for ITEM-212","Packaging requirements for ITEM-212","USER003","2025-09-08","USER006","2025-09-15","R4","PENDING","Notes for BOM BOM-004"
"BOM-002","ITEM-046","ITEM-261","37.75","L","49","BUY","DUAL_SOURCE","SUP001","SUP-PART-000395","47","2025-05-21","2025-11-07","false","true","false","0.038","0.991","111","18","0.4","NO","Instructions for ITEM-261","Quality requirements for ITEM-261","Test requirements for ITEM-261","Packaging requirements for ITEM-261","USER004","2025-05-08","USER005","2025-05-17","R3","DRAFT","Notes for BOM BOM-002"
"BOM-016","ITEM-086","ITEM-398","12.99","M","90","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000741","19","2025-10-08","2026-07-30","false","true","true","0.018","0.961","60","28","7.6","NO","Instructions for ITEM-398","Quality requirements for ITEM-398","Test requirements for ITEM-398","Packaging requirements for ITEM-398","USER001","2025-09-27","USER009","2025-10-04","R5","APPROVED","Notes for BOM BOM-016"
"BOM-022","ITEM-084","ITEM-309","76.46","L","11","MAKE_OR_BUY","DUAL_SOURCE","SUP003","SUP-PART-000992","39","2025-09-18","2026-08-23","false","true","true","0.021","0.97","34","1","3.6","YES","Instructions for ITEM-309","Quality requirements for ITEM-309","Test requirements for ITEM-309","Packaging requirements for ITEM-309","USER006","2025-08-25","USER010","2025-09-01","R3","PENDING","Notes for BOM BOM-022"
"BOM-040","ITEM-017","ITEM-333","95.58","EA","74","BUY","EXTERNAL","SUP005","SUP-PART-000614","19","2025-08-07","2025-10-29","true","false","true","0.054","0.968","89","6","3.5","YES","Instructions for ITEM-333","Quality requirements for ITEM-333","Test requirements for ITEM-333","Packaging requirements for ITEM-333","USER008","2025-08-05","USER002","2025-08-14","R3","DRAFT","Notes for BOM BOM-040"
"BOM-042","ITEM-035","ITEM-489","26.81","L","1","MAKE_OR_BUY","EXTERNAL","SUP004","SUP-PART-000290","46","2025-10-16","2026-04-05","true","false","false","0.086","0.973","6","55","1.1","SPECIAL","Instructions for ITEM-489","Quality requirements for ITEM-489","Test requirements for ITEM-489","Packaging requirements for ITEM-489","USER008","2025-09-26","USER002","2025-10-02","R5","DRAFT","Notes for BOM BOM-042"
"BOM-016","ITEM-056","ITEM-382","78.73","EA","18","BUY","DUAL_SOURCE","SUP004","SUP-PART-000501","1","2025-06-16","2026-04-22","true","true","false","0.063","0.967","31","45","0.9","YES","Instructions for ITEM-382","Quality requirements for ITEM-382","Test requirements for ITEM-382","Packaging requirements for ITEM-382","USER004","2025-06-14","USER006","2025-06-21","R1","REJECTED","Notes for BOM BOM-016"
"BOM-044","ITEM-092","ITEM-266","22.25","M","48","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000045","11","2025-07-28","2026-04-23","true","false","true","0.042","0.996","105","25","5.5","YES","Instructions for ITEM-266","Quality requirements for ITEM-266","Test requirements for ITEM-266","Packaging requirements for ITEM-266","USER004","2025-07-22","USER005","2025-07-24","R1","DRAFT","Notes for BOM BOM-044"
"BOM-039","ITEM-046","ITEM-284","76.99","KG","69","BUY","EXTERNAL","SUP004","SUP-PART-000561","7","2025-09-25","2026-04-15","true","true","true","0.021","0.967","103","33","1.0","SPECIAL","Instructions for ITEM-284","Quality requirements for ITEM-284","Test requirements for ITEM-284","Packaging requirements for ITEM-284","USER006","2025-09-10","USER009","2025-09-14","R5","REJECTED","Notes for BOM BOM-039"
"BOM-048","ITEM-026","ITEM-416","97.59","M","99","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000756","1","2025-07-08","2025-11-17","false","true","false","0.064","0.969","45","41","6.6","YES","Instructions for ITEM-416","Quality requirements for ITEM-416","Test requirements for ITEM-416","Packaging requirements for ITEM-416","USER010","2025-06-08","USER006","2025-06-17","R5","APPROVED","Notes for BOM BOM-048"
"BOM-024","ITEM-058","ITEM-442","8.1","L","4","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000634","55","2025-08-03","2026-01-06","false","true","true","0.062","0.956","120","53","4.9","SPECIAL","Instructions for ITEM-442","Quality requirements for ITEM-442","Test requirements for ITEM-442","Packaging requirements for ITEM-442","USER006","2025-07-06","USER009","2025-07-09","R1","APPROVED","Notes for BOM BOM-024"
"BOM-047","ITEM-042","ITEM-425","48.29","L","6","MAKE_OR_BUY","EXTERNAL","SUP003","SUP-PART-000386","40","2025-06-26","2026-03-24","false","true","false","0.096","0.97","73","32","1.0","SPECIAL","Instructions for ITEM-425","Quality requirements for ITEM-425","Test requirements for ITEM-425","Packaging requirements for ITEM-425","USER010","2025-06-05","USER002","2025-06-10","R5","REJECTED","Notes for BOM BOM-047"
"BOM-021","ITEM-066","ITEM-336","86.95","M","70","BUY","DUAL_SOURCE","SUP001","SUP-PART-000327","13","2025-07-25","2026-05-24","false","true","true","0.093","0.963","65","44","5.4","NO","Instructions for ITEM-336","Quality requirements for ITEM-336","Test requirements for ITEM-336","Packaging requirements for ITEM-336","USER006","2025-07-16","USER008","2025-07-26","R2","APPROVED","Notes for BOM BOM-021"
"BOM-026","ITEM-031","ITEM-314","70.23","EA","38","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000833","5","2025-10-13","2026-01-08","false","true","false","0.033","0.966","118","60","2.1","YES","Instructions for ITEM-314","Quality requirements for ITEM-314","Test requirements for ITEM-314","Packaging requirements for ITEM-314","USER004","2025-10-08","USER006","2025-10-14","R5","DRAFT","Notes for BOM BOM-026"
"BOM-011","ITEM-092","ITEM-410","79.34","L","95","BUY","DUAL_SOURCE","SUP002","SUP-PART-000984","45","2025-05-31","2025-12-11","false","false","true","0.029","0.951","66","29","1.6","NO","Instructions for ITEM-410","Quality requirements for ITEM-410","Test requirements for ITEM-410","Packaging requirements for ITEM-410","USER002","2025-05-14","USER006","2025-05-17","R1","DRAFT","Notes for BOM BOM-011"
"BOM-014","ITEM-097","ITEM-293","15.01","EA","32","BUY","INTERNAL","SUP003","SUP-PART-000677","16","2025-09-21","2026-04-24","false","true","true","0.074","0.955","98","48","1.4","SPECIAL","Instructions for ITEM-293","Quality requirements for ITEM-293","Test requirements for ITEM-293","Packaging requirements for ITEM-293","USER010","2025-09-12","USER003","2025-09-16","R3","PENDING","Notes for BOM BOM-014"
"BOM-032","ITEM-021","ITEM-306","96.11","KG","92","BUY","INTERNAL","SUP004","SUP-PART-000675","20","2025-10-07","2025-11-27","true","true","true","0.031","0.995","29","5","2.9","YES","Instructions for ITEM-306","Quality requirements for ITEM-306","Test requirements for ITEM-306","Packaging requirements for ITEM-306","USER008","2025-09-17","USER006","2025-09-23","R4","REJECTED","Notes for BOM BOM-032"
"BOM-022","ITEM-075","ITEM-278","55.75","L","59","MAKE","INTERNAL","SUP004","SUP-PART-000054","37","2025-07-14","2026-01-15","false","true","true","0.059","0.986","103","35","0.3","YES","Instructions for ITEM-278","Quality requirements for ITEM-278","Test requirements for ITEM-278","Packaging requirements for ITEM-278","USER007","2025-06-19","USER005","2025-06-29","R3","DRAFT","Notes for BOM BOM-022"
"BOM-009","ITEM-029","ITEM-141","11.27","M","82","MAKE","EXTERNAL","SUP003","SUP-PART-000193","4","2025-08-27","2025-11-04","true","false","false","0.057","0.973","43","33","4.8","SPECIAL","Instructions for ITEM-141","Quality requirements for ITEM-141","Test requirements for ITEM-141","Packaging requirements for ITEM-141","USER002","2025-08-10","USER010","2025-08-17","R2","DRAFT","Notes for BOM BOM-009"
"BOM-025","ITEM-093","ITEM-351","72.15","KG","67","MAKE","INTERNAL","SUP001","SUP-PART-000582","34","2025-08-05","2026-07-04","false","false","true","0.059","0.977","67","59","6.3","YES","Instructions for ITEM-351","Quality requirements for ITEM-351","Test requirements for ITEM-351","Packaging requirements for ITEM-351","USER005","2025-07-10","USER001","2025-07-15","R5","PENDING","Notes for BOM BOM-025"
"BOM-037","ITEM-080","ITEM-209","25.11","KG","35","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000367","37","2025-09-16","2025-11-26","false","true","false","0.011","0.953","14","6","7.9","SPECIAL","Instructions for ITEM-209","Quality requirements for ITEM-209","Test requirements for ITEM-209","Packaging requirements for ITEM-209","USER005","2025-08-29","USER002","2025-09-06","R4","REJECTED","Notes for BOM BOM-037"
"BOM-015","ITEM-042","ITEM-421","21.34","KG","55","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000396","30","2025-05-01","2025-07-29","true","true","false","0.088","0.989","53","24","6.7","NO","Instructions for ITEM-421","Quality requirements for ITEM-421","Test requirements for ITEM-421","Packaging requirements for ITEM-421","USER007","2025-04-14","USER006","2025-04-20","R5","PENDING","Notes for BOM BOM-015"
"BOM-008","ITEM-073","ITEM-135","7.83","EA","46","BUY","INTERNAL","SUP001","SUP-PART-000871","12","2025-06-15","2025-10-26","true","false","false","0.0","0.97","69","9","5.7","NO","Instructions for ITEM-135","Quality requirements for ITEM-135","Test requirements for ITEM-135","Packaging requirements for ITEM-135","USER007","2025-06-09","USER002","2025-06-13","R2","REJECTED","Notes for BOM BOM-008"
"BOM-050","ITEM-076","ITEM-304","10.09","EA","67","MAKE","EXTERNAL","SUP001","SUP-PART-000126","56","2025-07-20","2026-03-03","false","true","true","0.05","0.963","64","56","5.2","NO","Instructions for ITEM-304","Quality requirements for ITEM-304","Test requirements for ITEM-304","Packaging requirements for ITEM-304","USER008","2025-07-04","USER001","2025-07-12","R2","PENDING","Notes for BOM BOM-050"
"BOM-023","ITEM-098","ITEM-355","35.62","EA","91","BUY","INTERNAL","SUP004","SUP-PART-000854","37","2025-07-06","2026-01-18","false","true","true","0.038","0.958","55","48","1.7","SPECIAL","Instructions for ITEM-355","Quality requirements for ITEM-355","Test requirements for ITEM-355","Packaging requirements for ITEM-355","USER001","2025-06-09","USER002","2025-06-16","R3","PENDING","Notes for BOM BOM-023"
"BOM-019","ITEM-073","ITEM-426","69.94","KG","86","MAKE_OR_BUY","EXTERNAL","SUP004","SUP-PART-000177","20","2025-07-24","2026-01-07","false","false","false","0.069","0.984","29","26","6.7","YES","Instructions for ITEM-426","Quality requirements for ITEM-426","Test requirements for ITEM-426","Packaging requirements for ITEM-426","USER005","2025-07-04","USER001","2025-07-11","R2","REJECTED","Notes for BOM BOM-019"
"BOM-027","ITEM-031","ITEM-448","78.82","M","50","MAKE","INTERNAL","SUP003","SUP-PART-000682","17","2025-09-14","2026-06-28","true","false","true","0.097","0.967","15","30","5.0","NO","Instructions for ITEM-448","Quality requirements for ITEM-448","Test requirements for ITEM-448","Packaging requirements for ITEM-448","USER006","2025-09-07","USER010","2025-09-13","R4","APPROVED","Notes for BOM BOM-027"
"BOM-016","ITEM-076","ITEM-252","30.47","KG","58","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000296","55","2025-07-20","2026-01-24","false","true","false","0.041","0.966","86","24","7.0","NO","Instructions for ITEM-252","Quality requirements for ITEM-252","Test requirements for ITEM-252","Packaging requirements for ITEM-252","USER008","2025-07-05","USER001","2025-07-07","R2","REJECTED","Notes for BOM BOM-016"
"BOM-047","ITEM-045","ITEM-500","94.71","M","45","MAKE","EXTERNAL","SUP005","SUP-PART-000706","32","2025-08-02","2026-01-19","false","false","true","0.001","0.997","28","8","2.0","YES","Instructions for ITEM-500","Quality requirements for ITEM-500","Test requirements for ITEM-500","Packaging requirements for ITEM-500","USER005","2025-07-25","USER003","2025-08-03","R2","APPROVED","Notes for BOM BOM-047"
"BOM-017","ITEM-062","ITEM-323","78.58","EA","79","MAKE","EXTERNAL","SUP003","SUP-PART-000183","14","2025-08-06","2025-12-31","true","false","false","0.049","0.996","23","41","5.6","SPECIAL","Instructions for ITEM-323","Quality requirements for ITEM-323","Test requirements for ITEM-323","Packaging requirements for ITEM-323","USER003","2025-07-13","USER003","2025-07-15","R3","DRAFT","Notes for BOM BOM-017"
"BOM-004","ITEM-002","ITEM-253","90.5","M","32","BUY","DUAL_SOURCE","SUP004","SUP-PART-000693","37","2025-06-10","2026-03-25","true","false","true","0.057","0.951","40","42","2.9","NO","Instructions for ITEM-253","Quality requirements for ITEM-253","Test requirements for ITEM-253","Packaging requirements for ITEM-253","USER008","2025-06-03","USER005","2025-06-05","R5","PENDING","Notes for BOM BOM-004"
"BOM-041","ITEM-091","ITEM-349","12.08","EA","77","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000144","52","2025-06-26","2026-05-30","false","true","true","0.041","0.979","56","36","5.6","NO","Instructions for ITEM-349","Quality requirements for ITEM-349","Test requirements for ITEM-349","Packaging requirements for ITEM-349","USER008","2025-06-14","USER003","2025-06-21","R5","PENDING","Notes for BOM BOM-041"
"BOM-018","ITEM-031","ITEM-101","93.43","KG","8","BUY","INTERNAL","SUP002","SUP-PART-000965","17","2025-10-20","2026-03-26","false","true","true","0.07","0.962","51","17","0.2","SPECIAL","Instructions for ITEM-101","Quality requirements for ITEM-101","Test requirements for ITEM-101","Packaging requirements for ITEM-101","USER003","2025-09-23","USER001","2025-10-02","R3","PENDING","Notes for BOM BOM-018"
"BOM-046","ITEM-095","ITEM-160","28.55","KG","13","BUY","DUAL_SOURCE","SUP005","SUP-PART-000389","38","2025-05-30","2025-10-15","false","true","true","0.067","0.99","48","29","0.1","YES","Instructions for ITEM-160","Quality requirements for ITEM-160","Test requirements for ITEM-160","Packaging requirements for ITEM-160","USER010","2025-05-02","USER004","2025-05-04","R2","APPROVED","Notes for BOM BOM-046"
"BOM-033","ITEM-063","ITEM-272","47.88","M","56","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000373","25","2025-08-23","2025-12-29","true","true","false","0.064","0.997","103","6","3.4","NO","Instructions for ITEM-272","Quality requirements for ITEM-272","Test requirements for ITEM-272","Packaging requirements for ITEM-272","USER008","2025-07-27","USER006","2025-07-28","R3","REJECTED","Notes for BOM BOM-033"
"BOM-047","ITEM-053","ITEM-139","21.08","KG","51","BUY","INTERNAL","SUP001","SUP-PART-000378","14","2025-08-30","2026-02-18","true","true","false","0.096","0.989","106","51","7.2","YES","Instructions for ITEM-139","Quality requirements for ITEM-139","Test requirements for ITEM-139","Packaging requirements for ITEM-139","USER002","2025-08-10","USER005","2025-08-12","R2","APPROVED","Notes for BOM BOM-047"
"BOM-016","ITEM-046","ITEM-345","67.31","L","68","MAKE","EXTERNAL","SUP001","SUP-PART-000791","14","2025-05-22","2025-06-29","false","false","true","0.083","0.955","117","52","1.8","SPECIAL","Instructions for ITEM-345","Quality requirements for ITEM-345","Test requirements for ITEM-345","Packaging requirements for ITEM-345","USER007","2025-04-29","USER008","2025-05-02","R2","PENDING","Notes for BOM BOM-016"
"BOM-049","ITEM-048","ITEM-484","28.74","L","90","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000448","5","2025-07-07","2026-05-05","true","false","false","0.031","0.958","115","27","7.6","YES","Instructions for ITEM-484","Quality requirements for ITEM-484","Test requirements for ITEM-484","Packaging requirements for ITEM-484","USER004","2025-07-06","USER003","2025-07-08","R1","DRAFT","Notes for BOM BOM-049"
"BOM-009","ITEM-076","ITEM-494","84.12","KG","87","BUY","INTERNAL","SUP001","SUP-PART-000278","3","2025-08-04","2025-10-20","false","false","false","0.043","0.956","106","43","0.8","NO","Instructions for ITEM-494","Quality requirements for ITEM-494","Test requirements for ITEM-494","Packaging requirements for ITEM-494","USER001","2025-07-16","USER010","2025-07-19","R2","REJECTED","Notes for BOM BOM-009"
"BOM-046","ITEM-091","ITEM-299","95.42","EA","30","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000098","5","2025-10-08","2026-08-08","false","true","true","0.015","0.989","104","58","0.7","SPECIAL","Instructions for ITEM-299","Quality requirements for ITEM-299","Test requirements for ITEM-299","Packaging requirements for ITEM-299","USER008","2025-09-16","USER004","2025-09-26","R1","DRAFT","Notes for BOM BOM-046"
"BOM-002","ITEM-080","ITEM-426","23.91","L","40","MAKE","EXTERNAL","SUP001","SUP-PART-000997","47","2025-06-21","2026-04-09","true","true","true","0.016","0.969","43","42","0.3","NO","Instructions for ITEM-426","Quality requirements for ITEM-426","Test requirements for ITEM-426","Packaging requirements for ITEM-426","USER006","2025-06-02","USER001","2025-06-11","R1","APPROVED","Notes for BOM BOM-002"
"BOM-006","ITEM-032","ITEM-481","57.8","KG","23","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000792","35","2025-10-20","2026-03-02","true","true","false","0.011","0.998","105","34","7.9","SPECIAL","Instructions for ITEM-481","Quality requirements for ITEM-481","Test requirements for ITEM-481","Packaging requirements for ITEM-481","USER010","2025-10-17","USER005","2025-10-18","R1","REJECTED","Notes for BOM BOM-006"
"BOM-016","ITEM-022","ITEM-286","4.11","KG","67","BUY","EXTERNAL","SUP001","SUP-PART-000527","47","2025-09-12","2026-01-27","false","false","true","0.046","0.983","45","36","0.9","NO","Instructions for ITEM-286","Quality requirements for ITEM-286","Test requirements for ITEM-286","Packaging requirements for ITEM-286","USER010","2025-08-18","USER010","2025-08-21","R5","REJECTED","Notes for BOM BOM-016"
"BOM-012","ITEM-010","ITEM-275","39.92","KG","54","BUY","DUAL_SOURCE","SUP002","SUP-PART-000745","34","2025-09-07","2026-07-01","true","false","false","0.05","0.982","42","58","5.8","SPECIAL","Instructions for ITEM-275","Quality requirements for ITEM-275","Test requirements for ITEM-275","Packaging requirements for ITEM-275","USER007","2025-09-02","USER008","2025-09-10","R3","DRAFT","Notes for BOM BOM-012"
"BOM-025","ITEM-005","ITEM-173","45.16","KG","20","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000508","58","2025-09-09","2026-01-20","false","false","false","0.076","0.961","64","32","0.2","YES","Instructions for ITEM-173","Quality requirements for ITEM-173","Test requirements for ITEM-173","Packaging requirements for ITEM-173","USER002","2025-08-19","USER007","2025-08-26","R5","DRAFT","Notes for BOM BOM-025"
"BOM-006","ITEM-047","ITEM-497","83.07","KG","90","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000375","49","2025-05-01","2025-09-23","true","true","true","0.045","0.968","38","54","4.0","YES","Instructions for ITEM-497","Quality requirements for ITEM-497","Test requirements for ITEM-497","Packaging requirements for ITEM-497","USER006","2025-04-27","USER002","2025-04-30","R3","APPROVED","Notes for BOM BOM-006"
"BOM-018","ITEM-015","ITEM-430","73.25","EA","54","BUY","DUAL_SOURCE","SUP002","SUP-PART-000349","8","2025-09-24","2026-09-10","false","true","false","0.044","0.953","49","25","6.0","SPECIAL","Instructions for ITEM-430","Quality requirements for ITEM-430","Test requirements for ITEM-430","Packaging requirements for ITEM-430","USER005","2025-09-09","USER010","2025-09-16","R5","PENDING","Notes for BOM BOM-018"
"BOM-022","ITEM-060","ITEM-295","81.84","KG","57","MAKE","INTERNAL","SUP001","SUP-PART-000792","23","2025-04-29","2026-01-24","true","true","true","0.087","0.988","120","20","1.7","NO","Instructions for ITEM-295","Quality requirements for ITEM-295","Test requirements for ITEM-295","Packaging requirements for ITEM-295","USER010","2025-04-12","USER010","2025-04-14","R4","APPROVED","Notes for BOM BOM-022"
"BOM-027","ITEM-011","ITEM-262","47.87","M","81","MAKE","EXTERNAL","SUP001","SUP-PART-000515","42","2025-08-17","2025-11-14","false","true","false","0.005","0.984","32","36","0.3","SPECIAL","Instructions for ITEM-262","Quality requirements for ITEM-262","Test requirements for ITEM-262","Packaging requirements for ITEM-262","USER005","2025-07-25","USER003","2025-08-04","R5","REJECTED","Notes for BOM BOM-027"
"BOM-030","ITEM-098","ITEM-359","8.36","KG","67","MAKE","EXTERNAL","SUP003","SUP-PART-000823","32","2025-10-11","2025-12-06","true","true","true","0.007","0.956","106","2","3.0","YES","Instructions for ITEM-359","Quality requirements for ITEM-359","Test requirements for ITEM-359","Packaging requirements for ITEM-359","USER008","2025-09-29","USER009","2025-10-09","R5","APPROVED","Notes for BOM BOM-030"
"BOM-007","ITEM-070","ITEM-129","33.0","L","54","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000431","50","2025-10-15","2026-10-11","false","true","true","0.058","0.959","101","52","0.2","YES","Instructions for ITEM-129","Quality requirements for ITEM-129","Test requirements for ITEM-129","Packaging requirements for ITEM-129","USER009","2025-10-14","USER004","2025-10-15","R2","PENDING","Notes for BOM BOM-007"
"BOM-025","ITEM-021","ITEM-442","26.49","KG","13","MAKE_OR_BUY","EXTERNAL","SUP003","SUP-PART-000582","16","2025-07-29","2025-11-15","false","true","false","0.047","0.963","78","39","0.6","NO","Instructions for ITEM-442","Quality requirements for ITEM-442","Test requirements for ITEM-442","Packaging requirements for ITEM-442","USER004","2025-07-24","USER010","2025-07-26","R5","PENDING","Notes for BOM BOM-025"
"BOM-019","ITEM-051","ITEM-141","81.39","M","33","MAKE_OR_BUY","INTERNAL","SUP005","SUP-PART-000203","38","2025-10-01","2026-05-17","false","false","false","0.097","0.986","44","13","6.0","SPECIAL","Instructions for ITEM-141","Quality requirements for ITEM-141","Test requirements for ITEM-141","Packaging requirements for ITEM-141","USER007","2025-09-03","USER008","2025-09-09","R1","PENDING","Notes for BOM BOM-019"
"BOM-030","ITEM-062","ITEM-368","58.47","M","91","MAKE_OR_BUY","DUAL_SOURCE","SUP003","SUP-PART-000455","41","2025-05-31","2025-07-26","true","true","true","0.033","0.969","30","18","1.9","SPECIAL","Instructions for ITEM-368","Quality requirements for ITEM-368","Test requirements for ITEM-368","Packaging requirements for ITEM-368","USER007","2025-05-18","USER003","2025-05-25","R4","DRAFT","Notes for BOM BOM-030"
"BOM-030","ITEM-009","ITEM-479","80.86","L","40","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000447","49","2025-08-18","2026-06-19","true","false","false","0.078","0.966","22","42","6.0","YES","Instructions for ITEM-479","Quality requirements for ITEM-479","Test requirements for ITEM-479","Packaging requirements for ITEM-479","USER001","2025-07-24","USER005","2025-07-31","R4","APPROVED","Notes for BOM BOM-030"
"BOM-021","ITEM-099","ITEM-313","89.92","M","98","BUY","EXTERNAL","SUP001","SUP-PART-000485","48","2025-09-28","2026-06-12","true","false","true","0.069","0.967","32","1","7.2","SPECIAL","Instructions for ITEM-313","Quality requirements for ITEM-313","Test requirements for ITEM-313","Packaging requirements for ITEM-313","USER008","2025-09-24","USER003","2025-09-27","R4","DRAFT","Notes for BOM BOM-021"
"BOM-043","ITEM-074","ITEM-183","11.94","L","73","MAKE","INTERNAL","SUP004","SUP-PART-000079","57","2025-09-18","2026-05-24","false","true","true","0.062","0.989","65","38","1.9","NO","Instructions for ITEM-183","Quality requirements for ITEM-183","Test requirements for ITEM-183","Packaging requirements for ITEM-183","USER007","2025-08-30","USER004","2025-09-05","R5","APPROVED","Notes for BOM BOM-043"
"BOM-021","ITEM-048","ITEM-440","32.69","EA","99","MAKE_OR_BUY","DUAL_SOURCE","SUP005","SUP-PART-000321","21","2025-10-13","2026-08-12","true","false","true","0.044","0.977","40","32","4.3","YES","Instructions for ITEM-440","Quality requirements for ITEM-440","Test requirements for ITEM-440","Packaging requirements for ITEM-440","USER006","2025-10-10","USER007","2025-10-11","R4","APPROVED","Notes for BOM BOM-021"
"BOM-002","ITEM-003","ITEM-264","45.53","M","77","BUY","EXTERNAL","SUP002","SUP-PART-000654","41","2025-09-27","2025-11-11","true","true","false","0.063","0.974","67","51","3.0","YES","Instructions for ITEM-264","Quality requirements for ITEM-264","Test requirements for ITEM-264","Packaging requirements for ITEM-264","USER001","2025-09-17","USER008","2025-09-23","R2","DRAFT","Notes for BOM BOM-002"
"BOM-019","ITEM-078","ITEM-218","39.33","L","53","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000890","6","2025-07-04","2025-11-09","true","true","true","0.078","0.963","84","1","4.7","YES","Instructions for ITEM-218","Quality requirements for ITEM-218","Test requirements for ITEM-218","Packaging requirements for ITEM-218","USER002","2025-06-12","USER001","2025-06-13","R5","APPROVED","Notes for BOM BOM-019"
"BOM-048","ITEM-030","ITEM-364","55.43","EA","33","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000684","21","2025-07-30","2026-06-05","true","false","false","0.064","0.988","55","48","6.8","SPECIAL","Instructions for ITEM-364","Quality requirements for ITEM-364","Test requirements for ITEM-364","Packaging requirements for ITEM-364","USER009","2025-07-22","USER010","2025-08-01","R3","APPROVED","Notes for BOM BOM-048"
"BOM-026","ITEM-044","ITEM-472","65.42","EA","64","MAKE","EXTERNAL","SUP005","SUP-PART-000589","32","2025-08-18","2026-05-23","false","false","false","0.083","0.953","22","42","4.9","SPECIAL","Instructions for ITEM-472","Quality requirements for ITEM-472","Test requirements for ITEM-472","Packaging requirements for ITEM-472","USER003","2025-08-13","USER002","2025-08-14","R1","REJECTED","Notes for BOM BOM-026"
"BOM-033","ITEM-027","ITEM-349","24.76","EA","100","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000498","6","2025-07-14","2025-12-21","false","false","false","0.092","0.989","34","48","5.3","NO","Instructions for ITEM-349","Quality requirements for ITEM-349","Test requirements for ITEM-349","Packaging requirements for ITEM-349","USER005","2025-06-27","USER001","2025-06-29","R5","PENDING","Notes for BOM BOM-033"
"BOM-010","ITEM-017","ITEM-496","74.27","M","35","MAKE","EXTERNAL","SUP003","SUP-PART-000255","42","2025-07-26","2026-04-13","true","false","true","0.032","0.999","66","29","3.4","SPECIAL","Instructions for ITEM-496","Quality requirements for ITEM-496","Test requirements for ITEM-496","Packaging requirements for ITEM-496","USER005","2025-07-19","USER008","2025-07-26","R2","DRAFT","Notes for BOM BOM-010"
"BOM-044","ITEM-023","ITEM-375","51.06","M","54","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000227","5","2025-09-26","2025-11-15","true","true","true","0.046","0.992","116","55","0.3","YES","Instructions for ITEM-375","Quality requirements for ITEM-375","Test requirements for ITEM-375","Packaging requirements for ITEM-375","USER007","2025-09-05","USER008","2025-09-12","R4","PENDING","Notes for BOM BOM-044"
"BOM-035","ITEM-003","ITEM-236","87.77","EA","32","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000153","55","2025-08-10","2025-10-06","true","false","true","0.024","0.989","87","24","2.8","SPECIAL","Instructions for ITEM-236","Quality requirements for ITEM-236","Test requirements for ITEM-236","Packaging requirements for ITEM-236","USER008","2025-07-19","USER009","2025-07-21","R2","REJECTED","Notes for BOM BOM-035"
"BOM-040","ITEM-048","ITEM-307","52.66","EA","86","BUY","EXTERNAL","SUP001","SUP-PART-000952","49","2025-07-14","2025-09-18","false","true","true","0.06","0.98","105","42","1.3","NO","Instructions for ITEM-307","Quality requirements for ITEM-307","Test requirements for ITEM-307","Packaging requirements for ITEM-307","USER003","2025-07-05","USER003","2025-07-09","R4","APPROVED","Notes for BOM BOM-040"
"BOM-006","ITEM-037","ITEM-192","89.76","M","5","MAKE_OR_BUY","EXTERNAL","SUP003","SUP-PART-000240","49","2025-10-16","2026-05-21","false","true","false","0.08","0.973","10","9","3.9","NO","Instructions for ITEM-192","Quality requirements for ITEM-192","Test requirements for ITEM-192","Packaging requirements for ITEM-192","USER002","2025-09-24","USER005","2025-10-02","R5","REJECTED","Notes for BOM BOM-006"
